manufacturer,year,cpu_brand,cpu_tier,cores,base_clock,boost_clock,cpu_score,gpu_type,gpu_score,ram_gb,ram_speed_mhz,storage_type,storage_gb,storage_speed_mb_s,display_in,resolution,weight_kg,battery_mah,tdp_watt,price_usd,performance_score
MSI,2022,AMD,mid,6,2.36,2.99,100,Integrated,29,16,4266,NVMe SSD,256,2530.8813385620365,15.4,1920x1080,1.99,6000,36,250,135.5
Apple,2025,Intel,high,6,2.97,4.19,136,Integrated,79,64,3000,HDD,256,135.3265251853506,13.5,1920x1080,1.46,3500,52,250,106.7
Dell,2023,AMD,low,2,2.14,2.52,100,Integrated,79,8,2666,HDD,1024,126.97823536945381,15.1,1920x1080,1.87,3500,5,250,125.2
Apple,2022,AMD,low,4,2.12,2.65,100,Integrated,20,8,3600,HDD,512,94.28845757714845,14.8,1920x1080,1.87,6000,10,250,103.5
Acer,2020,Intel,high,12,3.22,4.04,130,NVIDIA RTX,862,32,3000,SATA SSD,1024,547.4794387474558,16.4,1920x1080,1.81,4500,83,250,333.1
Apple,2024,Intel,high,12,2.87,4.44,152,Integrated,20,32,3200,NVMe SSD,1024,2520.887092553809,14.7,1920x1080,2.0,4500,45,250,128.0
Asus,2023,Intel,low,4,2.6,2.81,100,NVIDIA GTX,541,4,3200,NVMe SSD,1024,3099.396003079607,14.9,2560x1440,1.8,6000,37,250,291.1
Asus,2024,Intel,mid,6,2.54,3.47,100,Integrated,106,16,3200,SATA SSD,128,487.14458821477433,16.5,1920x1080,1.81,8000,31,250,141.3
Lenovo,2022,AMD,low,4,2.67,2.9,100,NVIDIA RTX,1268,8,3000,NVMe SSD,256,2695.0395714702036,15.9,1920x1080,1.98,6000,56,250,520.5
Razer,2022,Intel,low,2,2.29,2.91,100,Integrated,20,8,2666,SATA SSD,256,570.3300293687164,14.8,1920x1080,1.68,6000,22,250,54.2
Asus,2025,Intel,low,2,2.33,2.81,100,Integrated,20,8,3200,SATA SSD,512,547.7918282840513,16.1,1920x1080,1.93,6000,10,250,96.6
Dell,2019,Intel,mid,8,2.78,3.72,100,NVIDIA GTX,512,16,4266,NVMe SSD,512,1722.8625677744326,14.3,1920x1080,2.28,6000,58,250,237.9
Razer,2021,AMD,low,4,1.97,2.49,100,AMD Radeon,454,8,3000,NVMe SSD,256,3690.034362404357,15.6,1920x1080,1.95,6000,38,250,276.6
Dell,2024,Intel,low,2,2.55,3.05,100,NVIDIA RTX,1312,4,2133,SATA SSD,128,548.9878725979189,16.4,1366x768,1.67,4500,61,250,483.1
Apple,2019,Intel,mid,6,3.02,3.91,100,NVIDIA GTX,479,16,3000,NVMe SSD,128,3371.0015811530548,17.3,2560x1440,2.28,3500,62,250,246.1
Lenovo,2023,AMD,low,4,2.51,2.86,100,NVIDIA GTX,628,4,2666,SATA SSD,512,567.0721068660566,17.2,1920x1080,2.12,6000,41,250,261.6
Lenovo,2017,Intel,low,2,2.27,2.56,100,NVIDIA RTX,772,4,3000,SATA SSD,2048,458.58364728137457,15.4,2560x1440,2.04,4500,45,250,294.7
Lenovo,2025,AMD,low,4,2.42,2.7,100,Integrated,66,8,4266,NVMe SSD,256,3508.1122016313916,14.7,1920x1080,1.8,4500,10,250,136.9
Asus,2024,AMD,high,12,2.64,3.83,181,Integrated,110,16,2400,NVMe SSD,128,3552.2081767231302,12.9,3840x2160,1.62,6000,48,250,79.7
HP,2025,AMD,mid,4,2.74,3.16,100,NVIDIA GTX,741,16,3600,NVMe SSD,512,2979.303274908198,15.4,1920x1080,1.96,3500,48,250,290.7
MSI,2024,Intel,mid,6,2.73,3.29,100,NVIDIA GTX,801,16,2666,NVMe SSD,1024,2972.9620883342864,16.4,2560x1440,1.82,4500,66,250,347.3
Apple,2016,Intel,mid,6,2.79,3.75,100,AMD Radeon,337,8,3200,NVMe SSD,128,2949.4137763182666,14.0,2560x1440,1.73,3500,67,250,109.3
Dell,2020,AMD,mid,8,2.75,3.61,100,Integrated,68,16,2666,HDD,512,176.41630769446067,13.5,1920x1080,1.72,3500,30,250,54.2
HP,2022,AMD,low,4,1.86,2.37,100,Integrated,56,4,3200,NVMe SSD,256,3590.3388584256422,15.3,2560x1440,1.95,4500,26,250,122.9
Acer,2020,AMD,mid,4,2.56,3.16,100,AMD Radeon,525,16,3200,NVMe SSD,2048,2706.589295115717,15.4,1920x1080,1.65,3500,61,250,268.5
Apple,2023,AMD,mid,8,3.04,3.6,100,Integrated,107,16,4800,HDD,256,119.88271283255301,15.8,1920x1080,2.05,3500,26,250,100.5
Razer,2019,AMD,mid,4,2.92,3.7,100,Integrated,47,16,3600,NVMe SSD,1024,3599.6591128654677,14.1,1920x1080,2.32,4500,21,250,33.4
MSI,2023,Intel,low,2,1.99,2.62,100,NVIDIA RTX,1855,4,3200,NVMe SSD,256,3607.260484687602,15.2,1366x768,1.57,6000,55,250,690.5
Lenovo,2023,AMD,high,16,2.71,4.05,222,NVIDIA RTX,1481,32,3600,NVMe SSD,128,2630.796103131676,16.9,2560x1440,2.34,4500,85,250,675.8
Asus,2020,AMD,mid,6,2.67,3.51,100,Integrated,100,16,3000,NVMe SSD,256,2765.9590074071357,15.7,1920x1080,1.91,6000,34,250,121.4
Lenovo,2018,AMD,mid,4,2.28,2.97,100,NVIDIA GTX,413,16,3200,SATA SSD,2048,551.6792971753191,14.9,1920x1080,1.52,3500,64,250,170.6
HP,2016,AMD,mid,8,2.88,3.51,100,Integrated,28,16,3600,NVMe SSD,1024,2692.1144746169784,15.4,1920x1080,1.96,4500,25,250,99.9
Razer,2024,AMD,mid,6,3.4,3.91,100,Integrated,131,8,3000,SATA SSD,128,501.99469887994604,13.6,1920x1080,1.54,4500,30,250,134.9
Asus,2023,AMD,mid,6,2.97,3.66,100,AMD Radeon,755,8,2666,NVMe SSD,512,3813.6676378088882,15.7,1920x1080,2.16,6000,60,250,298.3
Apple,2023,Intel,low,2,2.49,3.03,100,NVIDIA GTX,660,4,2666,NVMe SSD,256,2419.5397773482564,14.9,1920x1080,1.98,6000,29,250,280.2
Lenovo,2024,Intel,low,4,1.99,2.55,100,NVIDIA RTX,1965,8,3200,NVMe SSD,512,4283.744197709049,16.0,2560x1440,1.76,6000,57,250,680.3
Razer,2022,Intel,mid,8,2.49,2.94,100,NVIDIA RTX,1612,16,3200,SATA SSD,512,582.6306002256806,16.0,3840x2160,1.82,6000,73,325,593.2
HP,2024,AMD,high,8,2.68,3.35,116,Integrated,67,16,2666,NVMe SSD,256,3690.0387235358958,14.4,1366x768,1.77,3500,47,250,66.5
MSI,2022,Apple,mid,6,2.84,3.59,100,Integrated,28,8,3000,HDD,128,161.5633232655404,13.6,1920x1080,1.57,4500,16,250,104.0
Asus,2023,Apple,mid,6,2.88,3.43,100,Integrated,39,16,3000,SATA SSD,256,469.3032264883474,13.5,1920x1080,1.76,3500,41,250,79.6
Lenovo,2023,AMD,mid,6,3.11,3.88,100,NVIDIA GTX,529,8,4266,HDD,256,111.63598751065561,15.1,1920x1080,1.79,6000,68,250,258.9
MSI,2025,Intel,low,4,2.31,2.6,100,Integrated,101,8,4266,SATA SSD,256,515.0827502204685,14.9,1920x1080,2.02,4500,-3,250,136.3
Asus,2023,Intel,mid,4,2.7,3.32,100,NVIDIA RTX,1139,16,3000,NVMe SSD,256,1793.387770994398,14.7,3840x2160,1.98,4500,67,250,462.4
Asus,2024,AMD,low,4,2.44,2.71,100,Integrated,145,8,2666,SATA SSD,1024,499.1994720310781,16.2,1920x1080,1.52,4500,6,250,121.6
Apple,2021,Apple,high,12,2.83,3.63,154,NVIDIA RTX,995,32,3000,SATA SSD,128,448.8660747426541,14.1,1920x1080,1.59,4500,84,250,430.7
Dell,2019,AMD,high,8,2.58,3.64,100,NVIDIA GTX,569,16,2400,SATA SSD,2048,464.12862007524757,15.1,1366x768,2.3,6000,74,250,239.3
Asus,2018,AMD,high,8,3.07,3.73,100,NVIDIA GTX,510,64,3200,SATA SSD,512,429.9278133790011,15.7,1920x1080,2.15,8000,70,250,346.0
Dell,2017,Intel,mid,4,2.88,3.83,100,AMD Radeon,489,16,3600,NVMe SSD,128,3657.3369978404244,16.1,1920x1080,2.05,4500,65,250,268.3
Acer,2025,Intel,low,4,2.61,3.18,100,NVIDIA GTX,696,8,2400,NVMe SSD,256,2605.568030049536,15.6,1920x1080,2.15,4500,47,250,239.8
Lenovo,2025,Intel,mid,8,3.02,3.87,100,NVIDIA RTX,2029,16,2400,SATA SSD,256,505.82094301300083,16.5,1920x1080,2.5,6000,74,250,750.2
Acer,2024,AMD,low,2,2.58,2.89,100,NVIDIA RTX,1391,8,3000,SATA SSD,512,555.0595352088892,16.9,2560x1440,2.19,6000,50,250,524.9
Razer,2022,Apple,mid,8,2.48,3.16,100,NVIDIA GTX,659,16,3600,SATA SSD,512,437.9713215376792,14.3,1920x1080,1.96,6000,66,250,240.6
Asus,2021,AMD,mid,6,2.57,3.26,100,NVIDIA GTX,285,16,3200,NVMe SSD,512,3162.3470465302166,13.9,1920x1080,1.34,4500,54,250,173.4
Dell,2017,Intel,mid,6,3.46,3.99,100,Integrated,98,16,3200,SATA SSD,128,576.3960055870348,13.9,1920x1080,1.56,3500,42,250,82.6
Apple,2022,AMD,mid,6,2.96,3.44,100,Integrated,46,16,3600,HDD,512,117.49057688839628,14.0,1920x1080,1.97,6000,33,250,84.2
HP,2019,AMD,mid,8,2.71,3.47,100,AMD Radeon,673,8,3600,SATA SSD,1024,458.55464873626767,14.8,1920x1080,1.62,4500,46,250,310.4
Lenovo,2024,AMD,low,4,2.07,2.66,100,AMD Radeon,906,8,3200,SATA SSD,512,577.7432069007169,15.1,1920x1080,1.66,4500,50,250,362.1
Asus,2024,Intel,mid,6,2.48,2.96,100,NVIDIA RTX,1293,16,3200,HDD,512,119.5634956187089,16.1,1920x1080,2.21,6000,66,250,568.1
Asus,2021,Intel,high,12,3.73,4.7,235,NVIDIA GTX,595,32,2666,SATA SSD,256,454.46787786169443,15.8,1920x1080,2.05,4500,101,250,347.3
Asus,2022,Apple,low,4,2.05,2.63,100,Integrated,57,8,4800,NVMe SSD,256,2454.562870783211,18.4,1920x1080,2.2,4500,1,250,122.9
Dell,2024,AMD,low,4,2.12,2.56,100,Integrated,20,8,3600,SATA SSD,2048,510.50883457600867,15.2,2560x1440,1.88,4500,17,250,55.7
Lenovo,2021,Intel,low,4,2.37,2.95,100,AMD Radeon,680,8,4266,SATA SSD,256,541.8394822675408,14.8,1920x1080,1.6,8000,44,250,328.7
Asus,2025,AMD,low,4,2.55,3.14,100,Integrated,65,8,3200,HDD,256,151.36240157708048,16.1,1920x1080,2.34,3500,21,250,65.1
Apple,2024,AMD,low,2,1.9,2.6,100,NVIDIA GTX,385,8,3600,NVMe SSD,128,3250.163309603551,15.4,1366x768,2.29,8000,55,250,145.8
Asus,2018,AMD,mid,4,2.59,3.36,100,NVIDIA GTX,371,16,4266,SATA SSD,256,441.7650371254986,14.8,1920x1080,1.81,8000,57,250,163.3
MSI,2020,Intel,mid,6,3.17,3.99,100,NVIDIA RTX,1194,16,4266,NVMe SSD,1024,3406.692694576132,17.6,1366x768,1.79,6000,66,250,469.4
Acer,2019,AMD,mid,6,2.78,3.35,100,NVIDIA GTX,406,16,3000,NVMe SSD,512,2963.6683688798485,16.6,1920x1080,1.91,3500,64,250,181.6
Acer,2024,Intel,low,4,2.4,2.65,100,Integrated,104,8,3200,SATA SSD,1024,558.8786587696144,15.1,2560x1440,2.14,3500,22,250,81.8
Lenovo,2022,Intel,high,16,2.9,4.32,197,Integrated,44,16,2133,SATA SSD,1024,463.665339207565,16.8,1920x1080,2.05,8000,46,250,162.8
Apple,2020,AMD,mid,6,2.11,2.85,100,NVIDIA RTX,970,16,3600,SATA SSD,1024,513.5535921075018,16.0,1920x1080,1.84,3500,62,347,367.3
MSI,2025,Apple,low,4,2.76,2.99,100,Integrated,91,8,3000,NVMe SSD,128,2541.3074824967443,16.9,1920x1080,2.35,6000,23,250,145.4
HP,2018,AMD,mid,6,2.75,3.36,100,NVIDIA RTX,551,16,2666,NVMe SSD,256,3008.448492613061,15.7,1920x1080,1.79,4500,66,250,240.8
MSI,2025,AMD,mid,6,2.65,3.63,100,NVIDIA RTX,1744,16,4266,NVMe SSD,512,2659.933675562789,15.9,1920x1080,2.26,3500,68,426,661.7
MSI,2019,Intel,low,4,2.21,2.5,100,AMD Radeon,492,8,3000,SATA SSD,256,403.5218759644141,14.4,1920x1080,1.74,3500,46,250,214.4
HP,2024,Intel,low,4,1.99,2.58,100,NVIDIA GTX,570,8,2666,NVMe SSD,512,4144.918682250738,15.0,1920x1080,2.07,8000,57,250,224.1
Razer,2021,Intel,low,4,2.85,3.48,100,Integrated,35,4,3000,SATA SSD,512,506.0589925562492,15.1,2560x1440,2.33,4500,25,250,64.8
Lenovo,2020,Intel,mid,6,3.27,4.09,103,NVIDIA GTX,394,8,3200,NVMe SSD,1024,3107.5362049679184,14.9,2560x1440,2.16,6000,58,250,112.2
Lenovo,2022,Intel,low,2,2.08,2.69,100,AMD Radeon,134,8,3200,HDD,256,108.80533624529475,15.0,1920x1080,2.25,4500,40,250,35.3
Lenovo,2023,AMD,high,6,2.49,3.97,100,Integrated,70,16,3200,SATA SSD,256,486.8960391595407,13.9,1920x1080,1.46,3500,42,250,174.1
Dell,2022,Apple,high,12,3.29,4.84,152,Integrated,146,16,3600,NVMe SSD,256,2653.001938430725,15.2,1920x1080,1.81,3500,43,250,154.4
Lenovo,2025,AMD,low,4,2.51,2.74,100,NVIDIA RTX,1271,8,3000,NVMe SSD,256,2655.4319479177984,16.0,1920x1080,1.94,4500,65,250,464.7
Dell,2025,Intel,mid,6,3.0,3.99,100,NVIDIA GTX,694,8,3200,SATA SSD,256,509.0287312509099,15.8,2560x1440,1.74,4500,67,353,349.1
Asus,2019,Apple,low,2,1.97,2.18,100,NVIDIA GTX,447,4,3200,SATA SSD,128,504.0998245153913,15.8,3840x2160,2.02,6000,58,250,193.5
Asus,2018,Intel,low,4,2.09,2.36,100,Integrated,29,8,2666,SATA SSD,512,392.03499543767236,15.8,2560x1440,2.06,3500,23,250,109.2
Apple,2016,Intel,low,4,2.29,2.76,100,AMD Radeon,315,8,3000,NVMe SSD,512,2565.270405279598,13.0,1920x1080,1.51,6000,50,250,219.8
Dell,2019,AMD,low,4,2.44,2.91,100,NVIDIA GTX,439,4,3000,SATA SSD,128,464.84691019958973,16.4,1920x1080,1.44,6000,40,250,242.5
Dell,2022,Intel,high,8,2.71,3.53,114,Integrated,190,16,2666,NVMe SSD,512,4498.829166490381,14.6,1920x1080,1.79,3500,50,250,206.0
Apple,2021,AMD,high,6,3.72,4.47,100,Integrated,35,32,2666,HDD,1024,122.10891257417667,15.0,1920x1080,1.84,4500,43,250,116.7
MSI,2019,AMD,low,4,2.61,3.2,100,NVIDIA GTX,422,8,3200,NVMe SSD,2048,2538.6144065464414,15.0,1920x1080,2.01,4500,52,250,164.4
Apple,2024,AMD,low,4,2.21,2.79,100,AMD Radeon,776,8,3200,HDD,2048,119.50513241552238,17.6,1920x1080,2.07,6000,46,250,342.1
HP,2020,Intel,high,8,3.24,4.02,100,NVIDIA GTX,411,16,3200,NVMe SSD,256,3951.1587585242287,14.0,1920x1080,1.4,4500,86,250,224.7
HP,2021,Intel,low,4,2.07,2.59,100,AMD Radeon,922,4,3600,NVMe SSD,1024,2744.2574169650643,15.1,1920x1080,1.98,6000,45,250,403.5
Razer,2018,Intel,mid,4,2.61,3.48,100,Integrated,59,8,4800,SATA SSD,256,417.4083763596866,13.9,1920x1080,1.86,8000,28,250,61.2
Asus,2023,AMD,high,8,2.81,3.84,100,Integrated,133,32,2133,SATA SSD,256,532.7916928058139,16.2,1920x1080,1.67,6000,55,250,126.8
Asus,2020,AMD,mid,6,2.6,3.04,100,NVIDIA GTX,496,8,3000,SATA SSD,512,527.7685751337774,13.2,1920x1080,1.6,4500,46,250,236.9
Dell,2021,AMD,mid,8,2.58,3.36,100,NVIDIA GTX,472,16,2666,NVMe SSD,256,2429.074754063627,13.3,1920x1080,1.4,4500,48,250,300.5
HP,2016,AMD,high,8,2.91,4.14,100,Integrated,58,32,2666,NVMe SSD,1024,3295.6509492132823,14.6,2560x1440,1.18,6000,48,250,122.6
MSI,2022,Intel,low,4,2.23,2.43,100,Integrated,30,8,2666,NVMe SSD,1024,2557.2813022504556,15.9,1920x1080,2.36,4500,20,250,102.9
HP,2020,AMD,low,2,2.27,2.75,100,NVIDIA GTX,467,8,2400,NVMe SSD,256,3218.417505056501,14.0,1920x1080,1.87,6000,56,250,190.1
Asus,2020,Intel,mid,6,2.71,3.5,100,Integrated,20,16,4266,NVMe SSD,512,2562.9274064311344,16.6,1366x768,1.99,3500,33,250,139.0
Dell,2025,AMD,mid,4,1.9,2.39,100,NVIDIA RTX,1290,16,2666,NVMe SSD,128,3280.9970720550564,15.9,1920x1080,1.69,8000,56,250,596.7
MSI,2023,Intel,low,4,2.08,2.54,100,Integrated,79,8,2666,SATA SSD,1024,554.4604375961175,15.7,3840x2160,1.77,4500,11,250,85.2
HP,2018,Apple,mid,6,2.7,3.48,100,Integrated,33,8,3200,SATA SSD,1024,534.5386025290252,17.3,1920x1080,1.96,6000,9,250,92.0
Lenovo,2023,Apple,mid,6,2.6,3.37,100,Integrated,136,16,2133,NVMe SSD,512,2885.3378931995694,17.8,1920x1080,1.86,4500,30,250,102.5
Acer,2016,Apple,mid,4,2.79,3.4,100,Integrated,20,8,2400,NVMe SSD,128,2613.161534580216,18.0,1920x1080,1.96,8000,30,250,79.6
Acer,2020,Intel,mid,8,2.46,3.43,100,AMD Radeon,529,16,2400,SATA SSD,512,516.4673989660183,16.3,1920x1080,2.02,4500,64,250,247.0
HP,2017,Intel,high,8,2.83,3.44,100,Integrated,65,32,2400,SATA SSD,256,508.6997875279381,15.8,2560x1440,1.72,4500,43,250,109.0
MSI,2017,Intel,low,4,2.13,2.67,100,AMD Radeon,275,8,3000,SATA SSD,256,541.2786137138438,17.3,1366x768,2.21,6000,52,250,127.8
HP,2017,Intel,low,4,2.78,3.1,100,Integrated,41,4,3000,NVMe SSD,256,3148.4723751095325,16.6,1920x1080,2.49,4500,20,250,68.6
Lenovo,2019,Apple,mid,6,2.91,3.41,100,AMD Radeon,534,16,3600,NVMe SSD,128,2450.820781523115,17.5,2560x1440,1.88,3500,65,250,296.5
Acer,2019,AMD,mid,6,2.39,2.85,100,Integrated,22,16,3600,SATA SSD,256,436.2637863615177,14.7,2560x1440,2.11,4500,38,250,96.1
MSI,2019,Apple,low,4,2.13,2.51,100,Integrated,37,8,3200,SATA SSD,256,486.42017008026625,16.2,1366x768,1.67,3500,13,250,153.1
HP,2023,AMD,mid,6,2.79,3.66,100,AMD Radeon,717,16,3200,SATA SSD,2048,552.5266459343435,14.8,2560x1440,2.43,3500,58,250,316.9
Asus,2025,AMD,high,8,2.3,3.33,100,Integrated,41,16,3600,SATA SSD,512,501.9162701096115,17.0,1920x1080,2.54,6000,36,250,60.9
Apple,2024,AMD,low,2,1.87,2.24,100,AMD Radeon,771,8,3600,SATA SSD,512,433.9266391709495,14.9,2560x1440,1.55,6000,54,261,341.9
Dell,2020,AMD,mid,6,2.67,3.37,100,Integrated,118,8,3000,NVMe SSD,256,2070.5256376729067,15.0,1920x1080,1.71,3500,36,250,73.8
HP,2025,Intel,mid,6,2.67,3.22,100,NVIDIA RTX,1739,8,3000,NVMe SSD,512,2568.1056440985462,15.6,1920x1080,1.33,6000,58,250,658.9
HP,2025,AMD,high,6,2.55,4.0,100,NVIDIA GTX,736,32,3000,SATA SSD,512,617.6917492491168,15.2,1920x1080,1.7,4500,81,250,368.1
Acer,2020,Intel,mid,6,3.02,3.78,100,Integrated,44,16,2400,NVMe SSD,128,4011.6162371131027,16.1,1920x1080,2.24,3500,43,250,119.3
MSI,2018,AMD,low,2,2.29,2.78,100,NVIDIA RTX,901,8,3200,NVMe SSD,256,3082.158102311509,17.6,1920x1080,1.97,6000,42,250,382.4
MSI,2024,Intel,high,12,2.75,4.01,188,Integrated,114,16,3000,SATA SSD,128,478.07305951249623,15.1,1920x1080,1.77,4500,36,250,94.9
Apple,2023,AMD,mid,4,2.99,3.6,100,Integrated,86,8,2133,NVMe SSD,512,3088.73460277975,17.0,1920x1080,2.01,4500,20,250,105.4
Apple,2022,AMD,mid,8,2.63,3.1,100,Integrated,34,16,3200,HDD,128,126.33898457728823,16.0,1920x1080,2.45,3500,31,250,89.4
Dell,2017,AMD,mid,6,2.38,3.23,100,AMD Radeon,551,8,3200,SATA SSD,256,368.2914863258285,16.7,1920x1080,1.82,4500,75,250,189.1
HP,2024,AMD,mid,4,3.17,4.04,100,AMD Radeon,731,16,3200,NVMe SSD,256,2959.081663193845,15.3,1920x1080,1.67,6000,66,250,333.9
Acer,2021,AMD,mid,8,2.65,3.23,100,NVIDIA RTX,683,16,2133,SATA SSD,1024,517.8895534494247,15.5,1920x1080,1.29,3500,78,303,323.3
MSI,2024,AMD,low,4,2.27,2.56,100,Integrated,126,8,3000,NVMe SSD,512,2905.1283345511447,15.8,1920x1080,2.06,4500,8,250,121.9
HP,2020,Intel,high,8,2.67,3.82,100,Integrated,74,16,2133,NVMe SSD,512,2512.171461804733,16.4,1920x1080,2.07,4500,46,250,69.8
Acer,2018,AMD,low,4,2.17,2.49,100,NVIDIA GTX,424,8,4800,SATA SSD,256,417.0440021660256,15.2,1920x1080,2.17,6000,45,250,234.6
Asus,2018,Apple,high,8,2.51,3.86,100,NVIDIA RTX,645,16,3000,NVMe SSD,256,3259.3416535344422,16.3,1920x1080,1.69,8000,56,250,315.8
HP,2025,Intel,mid,8,2.49,3.18,100,Integrated,49,16,2666,NVMe SSD,256,3437.3842583428595,15.3,1920x1080,2.15,3500,23,250,69.9
Apple,2019,Apple,mid,6,2.72,3.57,100,NVIDIA GTX,621,16,3000,NVMe SSD,512,3772.0133718203138,16.1,1920x1080,1.99,3500,56,250,287.5
Apple,2024,AMD,mid,6,2.4,2.85,100,Integrated,47,8,3000,NVMe SSD,256,3117.129348013123,16.8,2560x1440,1.86,3500,17,250,64.2
Razer,2022,AMD,low,4,2.47,3.15,100,AMD Radeon,594,8,2400,NVMe SSD,512,2888.106157553926,12.9,3840x2160,2.32,3500,60,250,307.1
HP,2024,AMD,mid,6,2.52,3.22,100,NVIDIA RTX,1277,8,4800,NVMe SSD,256,2852.5754853390818,15.4,1920x1080,2.08,4500,51,250,504.4
Apple,2025,AMD,high,8,2.41,3.3,100,Integrated,129,32,2400,SATA SSD,256,482.06620284802733,16.2,1920x1080,2.2,3500,43,250,120.2
Dell,2019,Intel,mid,6,2.3,3.25,100,Integrated,20,16,2133,NVMe SSD,512,3626.566459503316,14.7,1920x1080,1.84,4500,30,250,102.6
MSI,2023,AMD,low,4,2.2,2.49,100,NVIDIA GTX,646,4,3200,NVMe SSD,2048,2942.580173349361,14.8,3840x2160,1.78,4500,43,250,374.3
HP,2018,AMD,mid,4,2.67,3.38,100,AMD Radeon,556,8,3200,HDD,128,95.28721179398974,17.7,1920x1080,2.81,3500,55,250,212.2
Asus,2020,Apple,mid,6,2.59,3.44,100,NVIDIA RTX,904,16,2666,SATA SSD,256,509.5165290634539,15.4,1366x768,1.96,4500,59,250,348.2
Acer,2020,AMD,high,6,2.89,3.93,106,AMD Radeon,644,32,3000,NVMe SSD,512,3114.5500044633673,17.2,3840x2160,1.59,4500,85,250,268.5
MSI,2021,AMD,mid,6,2.9,3.9,100,NVIDIA RTX,1457,16,4266,NVMe SSD,256,3070.728355862938,16.4,1920x1080,1.75,6000,67,250,568.7
Lenovo,2021,AMD,low,2,2.82,3.18,100,Integrated,101,4,3000,SATA SSD,256,498.6489781492927,15.1,1920x1080,2.09,6000,25,250,104.7
HP,2018,Intel,mid,6,2.97,3.72,100,Integrated,30,8,3000,NVMe SSD,512,2762.463381103892,15.8,1920x1080,1.86,8000,14,250,58.5
MSI,2019,AMD,mid,6,1.96,2.59,100,NVIDIA RTX,1381,16,3200,SATA SSD,512,420.5581739413401,14.6,1920x1080,1.92,6000,56,250,546.1
Lenovo,2024,AMD,high,12,2.4,3.07,103,NVIDIA GTX,713,16,3000,SATA SSD,512,511.1062079320255,13.1,2560x1440,1.75,4500,85,253,362.5
HP,2021,AMD,low,4,1.8,2.07,100,Integrated,114,4,2666,NVMe SSD,128,3123.0361432727896,15.3,1920x1080,1.57,8000,19,250,87.3
Acer,2016,AMD,mid,6,2.88,3.41,100,Integrated,62,8,3600,NVMe SSD,256,3181.673168855988,15.3,1920x1080,2.14,8000,26,250,163.4
Asus,2020,Intel,mid,6,2.73,3.33,100,NVIDIA RTX,562,16,3200,HDD,512,169.27965589029745,15.9,3840x2160,2.12,6000,70,250,312.0
HP,2017,Intel,high,8,2.78,3.53,100,Integrated,20,32,3000,SATA SSD,256,493.2914434577452,14.8,1920x1080,1.8,4500,52,250,55.6
Lenovo,2018,Intel,mid,6,2.48,3.38,100,Integrated,27,8,4266,NVMe SSD,2048,2640.473005940886,16.2,1920x1080,1.65,8000,14,250,57.7
Apple,2019,Intel,mid,6,3.0,3.42,100,Integrated,114,8,4266,HDD,512,172.76375081327654,16.2,1920x1080,2.03,4500,27,250,117.7
Apple,2023,Intel,low,2,2.46,3.11,100,NVIDIA GTX,705,8,3000,NVMe SSD,128,3550.37798446643,18.5,1920x1080,2.46,3500,73,310,351.2
HP,2020,AMD,mid,8,2.47,3.44,100,Integrated,54,16,3600,SATA SSD,128,573.3497299546954,16.5,1920x1080,1.78,3500,43,250,54.8
Asus,2018,Intel,low,4,2.01,2.26,100,AMD Radeon,696,4,2666,HDD,1024,102.81049251753748,15.0,2560x1440,2.22,6000,46,250,288.6
HP,2024,AMD,mid,4,3.34,4.3,100,Integrated,123,8,3200,NVMe SSD,2048,2676.3104869984736,17.2,1920x1080,2.23,4500,26,250,68.2
Razer,2022,Intel,low,4,1.93,2.2,100,NVIDIA GTX,735,8,4266,NVMe SSD,512,4039.982972477589,15.9,1920x1080,1.95,4500,47,250,314.5
Lenovo,2019,AMD,mid,6,2.77,3.58,100,Integrated,87,16,3600,NVMe SSD,128,2574.9505128646606,15.0,1920x1080,1.78,4500,28,250,133.6
Razer,2021,Intel,high,16,2.9,3.59,137,Integrated,146,16,2400,NVMe SSD,128,2609.017074015495,16.3,1920x1080,1.69,6000,43,250,148.9
Acer,2024,Intel,mid,4,2.58,3.42,100,AMD Radeon,1199,16,3200,NVMe SSD,256,2434.348648102079,13.8,1920x1080,1.0,3500,50,250,451.5
Lenovo,2018,Apple,mid,6,2.06,2.81,100,NVIDIA GTX,310,8,3600,SATA SSD,512,509.3112574443058,15.2,1920x1080,1.57,3500,71,250,127.0
Apple,2024,AMD,mid,6,2.81,3.43,100,NVIDIA GTX,618,16,3000,SATA SSD,128,480.9015239413316,15.1,1920x1080,1.66,6000,57,257,233.5
MSI,2024,AMD,mid,6,2.85,3.45,100,Integrated,89,16,2666,SATA SSD,2048,500.5456758585443,16.7,1920x1080,1.67,3500,39,250,106.2
Razer,2016,AMD,low,4,2.73,3.25,100,NVIDIA RTX,678,8,2133,NVMe SSD,256,2979.090963126204,15.1,1920x1080,2.17,3500,54,250,286.3
Apple,2020,Intel,low,4,2.19,2.55,100,NVIDIA RTX,741,4,3200,NVMe SSD,256,2868.000495583923,13.9,2560x1440,1.53,8000,57,250,244.1
HP,2020,AMD,mid,4,2.41,3.27,100,AMD Radeon,623,8,2400,NVMe SSD,1024,2904.94836832079,15.5,1920x1080,1.76,4500,75,329,164.2
Apple,2020,Intel,high,6,2.92,3.82,100,Integrated,111,64,3000,NVMe SSD,256,2843.603003566971,15.8,1920x1080,1.91,6000,36,250,230.4
